R2,RMSE,MAE,MedianAE,MAPE_percent,ExplainedVariance,Pearson_r,Target,Model,Fold,ValidationType,TrainRows,ValidationRows
-7.284583676025251,0.08558470119480913,0.07687841989566035,0.08820049031925808,23.068672228754554,-0.6967344783950704,0.25832261661107386,Water Saturation Sw,ANN Deep MLP,1,Depth TimeSeriesSplit,1030,1027
0.8808064937653295,0.016406984418577557,0.01088711665149558,0.007293110871136821,2.752643833851645,0.8898067025726448,0.9435184239600641,Water Saturation Sw,ANN Deep MLP,2,Depth TimeSeriesSplit,2057,1027
-0.5264779752658943,0.13995103381735388,0.11045866224017953,0.11035183346435506,15.6908867928678,0.3660893458845469,0.6241446676797696,Water Saturation Sw,ANN Deep MLP,3,Depth TimeSeriesSplit,3084,1027
0.7908431538462013,0.08939721616945645,0.07043280094217791,0.058148252034986414,22.743117349223315,0.8298841496014275,0.9463963560029538,Water Saturation Sw,ANN Deep MLP,4,Depth TimeSeriesSplit,4111,1027
0.8983011803105588,0.0511446081421217,0.03798522249661963,0.030223021193595656,6.556770521516501,0.900838109288905,0.9514733452231185,Water Saturation Sw,ANN Deep MLP,5,Depth TimeSeriesSplit,5138,1027
0.12813355827799766,0.027764239068800725,0.019397775746162603,0.015533202453655304,5.644367809951739,0.23796479807999582,0.49956800540096685,Water Saturation Sw,XGBoost,1,Depth TimeSeriesSplit,1030,1027
0.8054579244296545,0.020960866913560666,0.014712120560768418,0.01030644037542583,3.7306041243491816,0.8110191875593651,0.9078355790788294,Water Saturation Sw,XGBoost,2,Depth TimeSeriesSplit,2057,1027
-0.5073609238546988,0.13907192497611953,0.11261785776664628,0.11540010155133451,16.1235102404403,0.39607126745071575,0.6591355178117722,Water Saturation Sw,XGBoost,3,Depth TimeSeriesSplit,3084,1027
0.7789079635157994,0.0919124838778183,0.07486225434648225,0.06745937990285777,22.095802530842366,0.779478165320905,0.9049599834618122,Water Saturation Sw,XGBoost,4,Depth TimeSeriesSplit,4111,1027
0.8802700173733942,0.05549365871831834,0.038523985480691046,0.02806730322419504,5.956635036372635,0.8936603680749186,0.9482153589353615,Water Saturation Sw,XGBoost,5,Depth TimeSeriesSplit,5138,1027
